Running as regular user pi
pulse 3530
space 1686
pulse 492
space 383
pulse 487
space 1249
pulse 493
space 376
pulse 493
space 377
pulse 492
space 377
pulse 492
space 375
pulse 492
space 379
pulse 492
space 376
pulse 494
space 378
pulse 492
space 376
pulse 493
space 376
pulse 497
space 374
pulse 491
space 377
pulse 492
space 1247
pulse 493
space 377
pulse 492
space 378
pulse 492
space 378
pulse 492
space 377
pulse 492
space 377
pulse 493
space 377
pulse 493
space 377
pulse 492
space 1264
pulse 488
space 1241
pulse 491
space 1249
pulse 492
space 377
pulse 493
space 377
pulse 494
space 1253
pulse 487
space 379
pulse 490
space 377
pulse 498
space 381
pulse 488
space 376
pulse 492
space 376
pulse 491
space 378
pulse 492
space 387
pulse 478
space 377
pulse 492
space 377
pulse 493
space 378
pulse 492
space 378
pulse 492
space 378
pulse 492
space 375
pulse 494
space 391
pulse 480
space 377
pulse 492
space 377
pulse 492
space 378
pulse 492
space 377
pulse 493
space 378
pulse 491
space 377
pulse 492
space 377
pulse 493
space 378
pulse 492
space 377
pulse 492
space 376
pulse 493
space 378
pulse 498
space 376
pulse 491
space 375
pulse 492
space 378
pulse 492
space 377
pulse 492
space 378
pulse 495
space 1251
pulse 484
space 1249
pulse 491
space 378
pulse 493
space 377
pulse 492
space 390
pulse 481
space 377
pulse 493
space 377
pulse 492
space 9982
pulse 3544
space 1688
pulse 492
space 377
pulse 492
space 1257
pulse 491
space 376
pulse 493
space 376
pulse 498
space 368
pulse 491
space 378
pulse 492
space 377
pulse 492
space 378
pulse 492
space 377
pulse 492
space 378
pulse 493
space 376
pulse 494
space 377
pulse 492
space 377
pulse 505
space 1239
pulse 492
space 377
pulse 492
space 378
pulse 492
space 376
pulse 491
space 376
pulse 492
space 376
pulse 494
space 376
pulse 492
space 378
pulse 492
space 1251
pulse 497
space 1251
pulse 486
space 1249
pulse 493
space 377
pulse 492
space 377
pulse 491
space 1250
pulse 492
space 377
pulse 493
space 377
pulse 492
space 378
pulse 492
space 385
pulse 494
space 375
pulse 492
space 376
pulse 491
space 376
pulse 492
space 377
pulse 493
space 380
pulse 496
space 368
pulse 491
space 377
pulse 492
space 379
pulse 492
space 376
pulse 491
space 1251
pulse 501
space 370
pulse 490
space 379
pulse 491
space 377
pulse 492
space 378
pulse 492
space 379
pulse 492
space 1250
pulse 492
space 378
pulse 492
space 378
pulse 491
space 377
pulse 492
space 1255
pulse 488
space 1251
pulse 491
space 378
pulse 492
space 1250
pulse 496
space 375
pulse 491
space 375
pulse 493
space 379
pulse 491
space 377
pulse 492
space 378
pulse 492
space 377
pulse 496
space 381
pulse 489
space 376
pulse 492
space 378
pulse 492
space 1251
pulse 497
space 1241
